Judet,An,Pop,Stab,Plec,Migr_szap,Migr_szap‰,Pop_stabila,Temporar absente,Perioada indelungata,Temporar absente‰,Absente perioada indelungata‰,Nat,Mort,Term_szap,Term_szap‰,M_Inf,M_Inf‰,Speranta de viata,Imbatranire demogr,Dependenta demogr,Salariati,Someri,Elevi prim,Elevi gimn,Superior,Analfabeti,Abandon primar,Abandon gimn,Medici,Medici/pop‰,Pers sanitar,Pers sanitar‰,Pat,Pat‰,Venit_tot,Venit_prop,Venit/pop,Supraf. locuib,Supraf_loc/pers,Locuinte exist,Suprafata locuibila/locuinte,Densitatea pop,"locuinte apa
potabila","locuinte
canalizare","lakas/electricitate
","incalzire  centrala/
lakas","konyha/
lakas","furdo/
lakas",Boli total,Tumori,Cardio vascular,Tumori%,Cardio_vasc%,Tumori/100000,Card_vasc/100000,Urban pop,Urban pop%,Kereset,GDP_EU%,GDP_RON,GDP/POP,ceg/terulet,ceg/pop,gdp milioane lei,nr pop 1 iulie dupa domociliu,gdp pe locuitor,indice infl,gdpreal,castig salarial,castig salarial real,personal didactic,populatie scolara,nr elevi/profesor ,elevi liceal si profesional,rata de ocupare=pop ocupata civila/resurse de munca,rata somajului,durata medie a vietii,rata mortalitatii infantile,pop agric,pop ocupata,pondere pop ocupata agricultura,rata criminalitatii,persoane condamnate definitiv,rata infractionaltatii,varsta medie,nr medici,nr medici la 10000loc,gaz nat distribuit uz casnic,gaz natural uz casnic/nr pop,supr locuibila in urban,populatie urbana,suprafata locuibila urban pe persoana,camere de locuit,camere per persoana,locuinte noi terminate,locuinte noi la 100000 persoane,pc-uri,PC-uri la 1000 de elevi,supr spatii verzi in urban,supr spatii verzi in urban/nr persoane,suprafata, drumuri nationale modrnizate,densitate drumuri nationale modernizate,supr fond forestier (mii ha),pondere fond forestier (ha),"Cantitate pesticide (kg; insecticide,fungicide,erbicide)",cantitate pesticide/km2,rata scolarizare ciclul2,elevi liceal si profesional.1,nr pop 15-18 ani,populatia conectata la sisteme de canalizare cu epurare,pondere pop conectata la sisteme de canalizare cu epurare,gini,Theil T,20 over 20,10 over 10,venituri proprii,venituri proprii pe locuitor,GDP,Venituri Totale,Venituri Proprii,Emigranti definitivi pe judete si localitati de plecare,Imigranti definitivi pe judete si localitati de destinatie,POPULATIA DUPA DOMICILIU la 1 ianuarie
Bistrita-Nasaud,2003,330389.0,3921.0,4318.0,-397.0,-1.2,,,,,,3663.0,3258.0,405.0,1.23,65.0,17.75,71.85,61.35,46.89,50198.0,,16522.0,18052.0,,,,,401.0,1.21,1454.0,4.4,1640.0,4.96,1590238.9,295908.4,0.9,4476389.0,13.55,106427.0,42.06,61.7,,,,,,,3258.0,488.0,2165.0,14.98,66.45,147.7,655.29,123122.0,37.27,431.2,9.0,2190.98,6631.52,0.85,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bistrita-Nasaud,2004,330481.0,4832.0,5266.0,-434.0,-1.31,,,,,,3439.0,3339.0,100.0,0.3,42.0,12.21,72.56,63.85,45.95,49304.0,,16100.0,16901.0,,,,,404.0,1.22,1472.0,4.45,1640.0,4.96,2033154.4,659102.2,1.99,4523544.0,13.69,106912.0,42.31,61.71,,,,,,,3339.0,484.0,2247.0,14.5,67.3,146.45,679.92,123312.0,37.31,523.9,10.0,2684.57,8123.22,0.96,0.02,2676.0,330481.0,8097.2884976746,1.0,8097.2884976746,523.8962,523.8962,4386.0,62411.0,14.2295941632,16189.0,57.6,6.4,72.56,12.2,46.9,116.7,40.1885175664,230.0,760.0,229.9678347621,36.1,436.0,131.9289157319,37598.0,113.7675085708,1598983.0,123312.0,12.9669699624,270139.0,0.817411591,570.0,172.4758760715,1769.0,28.344362372,174.0,14.1105488517,5358.0,252.0,47.032474804,190.3,35.5169839492,83382.0,15.562150056,71.87125,16189.0,22525.0013044159,,,0.3326514721,0.2047307537,4.323185005,5.7594140422,57187770.0,173.044047918,,,,,,
Bistrita-Nasaud,2005,330728.0,3362.0,3646.0,-284.0,-0.86,,,,,,3524.0,3499.0,25.0,0.08,44.0,12.49,72.75,66.31,45.0,52417.0,,15474.0,16043.0,,,,,395.0,1.19,1464.0,4.43,1640.0,4.96,247164580.0,79435387.0,240.18,4579539.0,13.85,107618.0,42.55,61.76,,,,,,,3499.0,528.0,2368.0,15.09,67.68,159.65,716.0,123756.0,37.42,653.0,13.0,3335.79,10086.2,1.05,0.02,3320.8,330728.0,10040.8795142836,1.09,9211.8160681501,653.0,599.0825688073,4381.0,60795.0,13.8769687286,15945.0,58.4,4.3,72.75,12.5,48.0,120.8,39.7350993377,269.0,891.0,269.4056747539,36.3,421.0,127.2949372294,41538.0,125.5956556445,1629679.0,123756.0,13.1684847603,272769.0,0.8247532716,744.0,224.9582738686,2108.0,34.673904104,174.0,14.0599243673,5358.0,253.0,47.2191116088,192.7,35.9649122807,93635.0,17.4757372154,70.44089,15945.0,22636.0001981803,,,0.3555931794,0.2293126161,4.907151277,6.7633762798,68800117.0,208.0262844392,,,,,,
Bistrita-Nasaud,2006,330796.0,4076.0,4513.0,-437.0,-1.32,,,,,,3495.0,3411.0,84.0,0.25,47.0,13.45,72.74,67.53,44.41,57836.0,,15170.0,15328.0,,,,,389.0,1.18,1403.0,4.24,1640.0,4.96,382863799.0,102925282.0,311.14,4643147.0,14.04,108415.0,42.83,61.77,,,,,,,3411.0,530.0,2238.0,15.54,65.61,160.22,676.55,124476.0,37.63,727.0,15.0,4018.07,12146.67,1.11,0.02,4034.4,330796.0,12196.0362277658,1.161504,10500.2102685533,727.0,625.9126098576,4287.0,59345.0,13.8430137625,15653.0,59.6,3.2,72.74,13.4,44.9,122.3,36.7130008177,240.0,795.0,240.3293872961,36.6,410.0,123.9434575992,40607.0,122.755414213,1670196.0,124476.0,13.4178154825,275789.0,0.8337132251,912.0,275.6986178793,2450.0,41.2840171876,174.0,13.978598284,5358.0,259.0,48.3389324375,191.8,35.7969391564,74460.0,13.8969764838,74.38932,15653.0,21041.9990396471,101404.0,30.6545423766,0.2918050777,0.1575975063,3.810983125,5.1203562844,88494705.0,267.5204809006,,,,,,
Bistrita-Nasaud,2007,330759.0,4414.0,4918.0,-504.0,-1.52,,,,,,3369.0,3248.0,121.0,0.37,37.0,10.98,72.88,69.11,44.19,59241.0,,14412.0,15181.0,,,,,351.0,1.06,1289.0,3.9,1613.0,4.88,472668173.0,162815001.0,492.25,4727425.0,14.29,109338.0,43.24,61.77,,,,,,,3248.0,552.0,2105.0,17.0,64.81,166.89,636.42,124858.0,37.75,905.0,19.0,5011.32,15150.97,1.21,0.02,5026.7,330759.0,15197.4700612833,1.2177207936,12480.2583163209,905.0,743.1917109049,4204.0,58657.0,13.9526641294,15498.0,61.9,2.4,72.88,11.0,44.1,127.1,34.6970889064,188.0,621.0,187.7499931975,36.8,406.0,122.7479826702,36880.0,111.5011231743,1723524.0,124858.0,13.8038732,279590.0,0.8452982383,997.0,301.4279278871,2630.0,44.8369333583,151.0,12.0937384869,5358.0,290.0,54.1246733856,192.1,35.8529301978,76880.0,14.3486375513,78.455,15498.0,19753.9991077688,100021.0,30.2398423021,0.3197831591,0.2084896123,4.168494227,5.6190756432,138554049.0,418.8972907767,,,,,,
Bistrita-Nasaud,2008,330840.0,4691.0,5033.0,-342.0,-1.03,,,,,,3599.0,3286.0,313.0,0.94,42.0,11.67,73.63,70.51,43.83,60868.0,,14336.0,14836.0,,,,,337.0,1.02,1273.0,3.85,1541.0,4.66,555039076.0,192748659.0,582.6,4817670.0,14.56,110511.0,43.59,61.78,,,,,,,3286.0,560.0,2106.0,17.04,64.09,169.27,636.56,125335.0,37.88,1085.0,21.0,6250.17,18891.82,1.3,0.02,6258.5,330840.0,18916.9991536695,1.3133118759,14404.0417975665,1085.0,826.1556298335,4176.0,58338.0,13.9698275862,15382.0,62.3,2.7,73.63,11.7,43.1,128.2,33.6193447738,153.0,507.0,153.2462821908,37.1,400.0,120.9043646476,41493.0,125.417120058,1786237.0,125335.0,14.2517014401,283697.0,0.8575051384,1252.0,378.4306613469,3034.0,52.00726799,151.0,12.0477121315,5358.0,289.0,53.9380365808,190.9,35.6289660321,75480.0,14.0873460246,83.88047,15382.0,18337.9992982872,92542.0,27.971829283,0.3251895465,0.1909613751,4.573871351,6.2850193319,163087647.0,492.95020856,,,,,,
Bistrita-Nasaud,2009,331132.0,3836.0,4110.0,-274.0,-0.83,,,,,,3608.0,3306.0,302.0,0.91,37.0,10.25,74.04,70.82,43.61,56798.0,,14209.0,14531.0,,,,,335.0,1.01,1159.0,3.5,1551.0,4.68,583127155.0,192865430.0,582.44,4892675.0,14.78,111401.0,43.92,61.84,,,,,,,3306.0,535.0,2152.0,16.18,65.09,161.57,649.89,126083.0,38.08,1115.0,20.0,6344.75,19160.79,1.26,0.02,6370.1,331132.0,19237.3434159187,1.3867260098,13872.4905140016,1115.0,804.0521286485,4061.0,58647.0,14.4415168678,15546.0,59.9,8.2,74.04,10.3,43.3,124.5,34.7791164659,148.0,491.0,148.279236075,37.3,402.0,121.4017370716,36356.0,109.7930734571,1836483.0,126083.0,14.5656670606,287173.0,0.8672462945,965.0,291.4245678461,4059.0,69.2107013146,163.0,12.9279918784,5358.0,289.0,53.9380365808,192.3,35.8902575588,129797.0,24.2248973498,91.06672,15546.0,17071.0002512444,91302.0,27.5726900451,0.2742149997,0.1278377139,3.558010205,4.6035514474,162701452.0,491.3492262904,,,,,,
Bistrita-Nasaud,2010,331365.0,4869.0,5552.0,-683.0,-2.06,,,,,,3528.0,3330.0,198.0,0.6,32.0,9.07,74.45,71.79,43.57,51823.0,4.0,13871.0,14398.0,,,1.8,1.4,339.0,1.02,1138.0,3.43,1370.0,4.13,616437186.0,219857972.0,663.49,4968915.0,15.0,112134.0,44.31,61.88,,,,,,,3330.0,565.0,2164.0,16.97,64.98,170.51,653.06,126744.0,38.25,1088.0,18.0,5987.82,18070.16,1.12,0.02,6006.0,331365.0,18125.0282920646,1.4711776238,12320.0815451548,1088.0,739.5436026435,3927.0,57578.0,14.662083015,15169.0,59.7,6.4,74.45,9.1,42.5,125.1,33.9728217426,164.0,544.0,164.1694204276,37.6,423.0,127.6537956634,37012.0,111.6955622954,1887489.0,126744.0,14.8921369059,290408.0,0.8763991369,801.0,241.7274002988,4261.0,74.0039598458,184.0,14.5174525027,5358.0,289.0,53.9380365808,192.4,35.9089212393,129797.0,24.2248973498,91.44011,15169.0,16589.0001663384,91345.0,27.5662788768,0.2227457446,0.0957871448,2.827627632,3.6569594537,183936177.0,555.0863156942,,,,,,
Bistrita-Nasaud,2011,330916.0,3952.0,4523.0,-571.0,-1.73,286225.0,7640.0,22087.0,26.69,77.17,3260.0,3273.0,-13.0,-0.04,25.0,7.67,74.84,72.14,43.53,54045.0,3.1,13426.0,13794.0,10.37,1.46,1.3,1.5,337.0,1.02,1083.0,3.27,1358.0,4.1,652750306.0,210486135.0,636.07,5856981.0,17.7,115931.0,50.52,61.8,68.8,68.1,96.3,34.1,81.9,61.8,3273.0,564.0,2200.0,17.23,67.22,170.44,664.82,127185.0,38.43,1107.0,18.0,6171.2,18648.84,1.02,0.02,6215.8,330916.0,18783.6188035634,1.5563588082,12068.9513915167,1107.0,711.2755710244,3747.0,56186.0,14.9949292768,14977.0,60.6,4.9,74.84,7.7,43.3,127.0,34.094488189,215.0,712.0,215.160342806,37.8,426.0,128.7335758924,37171.0,112.3275997534,2242749.0,127185.0,17.6337539804,316579.0,0.9566748057,664.0,200.6551511562,4350.0,77.4214217065,192.0,15.0961198255,5358.0,289.0,53.9380365808,192.3,35.8902575588,64877.0,12.1084359836,93.74687,14977.0,15976.0000520551,93508.0,28.2573220999,0.2837578624,0.173545214,3.604089325,5.0003986879,180714106.0,546.1026544501,,,,,,
Bistrita-Nasaud,2012,330388.0,4796.0,5408.0,-612.0,-1.85,,,,,,3338.0,3448.0,-110.0,-0.33,22.0,6.59,74.92,73.94,43.61,56482.0,3.1,15192.0,13654.0,,,1.0,1.5,348.0,1.05,1164.0,3.52,1358.0,4.11,790577214.0,229850099.0,695.7,5897677.0,17.85,116354.0,50.69,61.7,,,,,,,3448.0,628.0,2288.0,18.21,66.36,190.08,692.52,127263.0,38.52,1159.0,20.0,6522.18,19740.97,1.08,0.02,6541.6,330388.0,19799.7505962686,1.6081855565,12311.8569971366,1159.0,720.6879798966,3730.0,55805.0,14.9611260054,14103.0,63.1,4.8,74.92,6.6,44.7,131.7,33.9407744875,217.0,617.0,186.7501240965,38.1,439.0,132.8740753296,34256.0,103.6841531775,2260390.0,127263.0,17.7615646339,318541.0,0.9641421601,479.0,144.9810525806,4451.0,79.7598781471,192.0,15.0868673534,5358.0,289.0,53.9380365808,192.4,35.9089212393,73992.0,13.8096304591,89.73086,14103.0,15717.0008177789,98062.0,29.6808600797,0.2846790423,0.1777310903,3.457641781,4.881492565,191168491.0,578.6181429108,,,,,,
Bistrita-Nasaud,2013,330031.0,4298.0,4884.0,-586.0,-1.78,,,,,,3739.0,3201.0,538.0,1.63,29.0,7.76,75.14,75.45,43.46,56734.0,3.1,15190.0,13377.0,,,1.0,1.1,343.0,1.04,1098.0,3.33,1388.0,4.21,761319653.0,231582807.0,701.7,5949168.0,18.03,116949.0,50.87,61.63,,,,,,,3201.0,562.0,2097.0,17.56,65.51,170.29,635.39,127888.0,38.75,1198.0,20.0,6477.37,19626.55,1.1,0.02,6481.5,330031.0,19639.0642091198,1.6721913416,11744.5077726421,1198.0,716.4251902131,3759.0,54325.0,14.4519819101,13203.0,62.4,4.9,75.14,7.8,42.3,130.2,32.4884792627,217.0,617.0,186.9521347995,38.4,432.0,130.8967945435,32371.0,98.0847253743,2287960.0,127888.0,17.8903415489,321239.0,0.9733600783,642.0,194.52718078,4483.0,82.5218591809,229.0,17.9062930064,5358.0,289.0,53.9380365808,192.5,35.9275849197,74084.0,13.8268010452,84.80858,13203.0,15568.0003131759,91692.0,27.7828446419,0.2250445716,0.0906204379,2.888312897,3.8506065951,201104112.0,609.3491581094,,,,,,
Bistrita-Nasaud,2014,329592.0,4386.0,4838.0,-452.0,-1.37,,,,,,3397.0,3302.0,95.0,0.29,23.0,6.77,75.57,77.3,43.6,57639.0,2.9,15081.0,13254.0,,,1.6,2.0,342.0,1.04,1091.0,3.31,1388.0,4.21,918556642.0,244793851.0,742.72,6002218.0,18.21,117628.0,51.03,61.55,,,,,,,3302.0,533.0,2133.0,16.14,64.6,161.72,647.16,128296.0,38.93,1273.0,20.0,6764.0,20522.34,1.14,0.02,6771.8,329592.0,20546.0083982621,1.690083789,12156.7986937466,1273.0,753.2170939076,3764.0,53692.0,14.2646121148,12619.0,72.9,4.5,75.57,6.8,40.7,128.8,31.599378882,189.0,535.0,162.321901017,38.7,445.0,135.0154129955,29686.0,90.068933712,2318186.0,128296.0,18.069043462,323780.0,0.9823660768,741.0,224.8234180441,4574.0,85.1895999404,463.0,36.0884205275,5358.0,289.0,53.9380365808,192.5,35.9275849197,74084.0,13.8268010452,80.75643,12619.0,15626.000307344,94808.0,28.7652612927,0.18205704,0.0548748817,2.396457051,2.8719124546,210226227.0,637.8377721547,,,,,,
Bistrita-Nasaud,2015,329631.0,4282.0,4704.0,-422.0,-1.28,,,,,,3515.0,3426.0,89.0,0.27,22.0,6.26,75.77,79.53,43.88,60053.0,2.2,14844.0,12479.0,,,1.0,1.6,248.0,0.75,975.0,2.96,1388.0,4.21,1035216123.0,280576276.0,851.18,6036587.0,18.31,118035.0,51.14,61.56,,,,,,,3426.0,590.0,2172.0,17.22,63.4,178.99,658.92,128965.0,39.12,1483.0,22.0,7470.05,22661.86,1.16,0.02,7489.0,329631.0,22719.3437510428,1.6801122946,13522.5150269129,1483.0,882.6790951649,3616.0,50983.0,14.0992809735,11785.0,73.4,3.5,75.77,6.3,35.3,129.1,27.343144849,157.0,443.0,134.3926997157,38.9,443.0,134.3926997157,31765.0,96.3653297172,2338157.0,128965.0,18.1301670996,325490.0,0.987437468,465.0,141.0668292727,4624.0,90.6968989663,463.0,35.9012135075,5358.0,289.0,53.9380365808,192.5,35.9275849197,74084.0,13.8268010452,75.2987,11785.0,15651.0006148845,96844.0,29.3795183099,0.2563654782,0.1183353532,3.233482625,4.2225315099,228811869.0,694.1454808559,,,,,,
Bistrita-Nasaud,2016,329555.0,4721.0,5157.0,-436.0,-1.32,,,,,,3514.0,3275.0,239.0,0.73,23.0,6.55,75.91,81.91,44.25,64096.0,2.3,14570.0,12743.0,,,1.2,1.4,249.0,0.76,1004.0,3.05,1388.0,4.21,921880512.0,311854742.0,946.29,6076708.0,18.44,118621.0,51.23,61.54,,,,,,,3275.0,614.0,2051.0,18.75,62.63,186.31,622.35,129402.0,39.27,1587.0,23.0,8163.66,24771.77,1.21,0.02,8179.3,329555.0,24819.2259258697,1.6540705541,15004.9378878627,1587.0,959.4512133119,3564.0,50874.0,14.2744107744,11710.0,71.9,3.7,75.91,6.5,30.4,127.2,23.8993710692,183.0,516.0,156.5747750755,39.1,445.0,135.0305715283,33762.0,102.4472394593,2363177.0,129402.0,18.2622911547,327516.0,0.9938128689,648.0,196.6287873041,4701.0,92.4047647128,467.0,36.089086722,5358.0,289.0,53.9380365808,192.5,35.9275849197,74088.0,13.8275475924,73.99684,11710.0,15825.0000945986,100537.0,30.5068956623,0.2352332333,0.1088265348,2.936865342,3.9278630629,268799994.0,815.6453217217,,,,,,
Bistrita-Nasaud,2017,329034.0,4388.0,4924.0,-536.0,-1.63,,,,,,3448.0,3567.0,-119.0,-0.36,29.0,8.41,75.78,84.42,44.68,66206.0,1.9,15029.0,11967.0,,,,,249.0,0.76,1040.0,3.16,1388.0,4.22,989461114.0,341199015.0,1036.97,6124723.0,18.61,119252.0,51.36,61.44,,,,,,,3567.0,642.0,2230.0,18.0,62.52,195.12,677.74,129729.0,39.43,1815.0,24.0,8942.02,27176.58,1.3,0.02,8960.3,329043.0,27231.3952887616,1.6762350995,16245.5703839369,1815.0,1082.7836742914,3577.0,50318.0,14.0670953313,11446.0,72.7,3.1,75.75,8.2,31.0,127.3,24.3519245876,172.0,481.0,146.1815021137,39.4,460.0,139.7993575308,34504.0,104.861674614,2391856.0,129739.0,18.4359059342,330051.0,1.0030634294,704.0,213.9537993515,4578.0,90.9813585596,467.0,35.9953444993,5358.0,289.0,53.9380365808,192.4,35.9089212393,40848.0,7.6237402016,73.63613,11446.0,15543.999935901,114373.0,34.7592867801,0.1961556641,0.0729331963,2.487006885,3.0842225075,293706428.0,892.60804211,,,,,,
Bistrita-Nasaud,2018,328775.0,4369.0,5009.0,-640.0,-1.95,,,,,,3513.0,3399.0,114.0,0.35,23.0,6.55,76.01,86.49,45.17,66937.0,1.9,14864.0,11530.0,,,,,250.0,0.76,1071.0,3.26,1388.0,4.22,1077245304.0,336191588.0,1022.56,6166452.0,18.76,119869.0,51.44,61.4,,,,,,,3399.0,580.0,2097.0,17.06,61.69,176.41,637.82,129975.0,39.53,2044.0,,,,1.39,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,1990,,6363.0,27170.0,-20807.0,-42.74,,,,,,8147.0,5398.0,2749.0,5.65,317.0,38.91,69.16,,,111721.0,,,,,,,,605.0,1.24,2536.0,5.21,4472.0,9.19,,,,4572720.0,9.39,166989.0,27.38,97.64,,,,,,,5398.0,730.0,2856.0,13.52,52.91,149.94,586.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,1991,,4604.0,9268.0,-4664.0,-9.58,,,,,,6921.0,5500.0,1421.0,2.92,223.0,32.22,69.16,,,107214.0,,,,,,,,526.0,1.08,2363.0,4.85,4472.0,9.19,,,,4442470.0,9.12,156043.0,28.47,97.64,,,,,,,5500.0,723.0,3042.0,13.15,55.31,148.5,624.83,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,1992,486853.0,5207.0,8964.0,-3757.0,-7.72,,,,,,6668.0,5832.0,836.0,1.72,226.0,33.89,68.81,50.63,56.11,96234.0,,,,,,,,580.0,1.19,2303.0,4.73,3929.0,8.07,,,,4463428.0,9.17,156444.0,28.53,97.64,,,,,,,5832.0,763.0,3228.0,13.08,55.35,156.72,663.03,179001.0,36.77,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,1993,484509.0,4785.0,6957.0,-2172.0,-4.48,,,,,,6389.0,5758.0,631.0,1.31,190.0,29.74,68.71,53.1,55.83,91932.0,,,,,,,,514.0,1.06,2361.0,4.87,3974.0,8.2,,,,4487000.0,9.26,156956.0,28.59,97.17,,,,,,,5758.0,825.0,3362.0,14.33,58.39,170.28,693.9,181230.0,37.4,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,1994,483480.0,5918.0,7443.0,-1525.0,-3.15,,,,,,6524.0,6049.0,475.0,0.98,205.0,31.42,68.89,55.63,55.48,81183.0,,,,,,,,492.0,1.02,2549.0,5.27,3842.0,7.95,,,,4521620.0,9.35,157757.0,28.66,96.97,,,,,,,6049.0,845.0,3289.0,13.97,54.37,174.77,680.28,183082.0,37.87,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,1995,482755.0,6597.0,7606.0,-1009.0,-2.09,,,,,,6234.0,6028.0,206.0,0.43,199.0,31.92,68.48,58.16,55.34,81303.0,,31071.0,26219.0,,,,,538.0,1.11,2608.0,5.4,3797.0,7.87,,,,4552352.0,9.43,158457.0,28.73,96.82,,,,,,,6028.0,799.0,3389.0,13.25,56.22,165.51,702.01,184596.0,38.24,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,1996,481306.0,6949.0,7796.0,-847.0,-1.76,,,,,,5931.0,6744.0,-813.0,-1.69,181.0,30.52,67.73,60.71,55.12,79333.0,,31859.0,26131.0,,,,,571.0,1.19,2524.0,5.24,3774.0,7.84,,,,4587467.0,9.53,159231.0,28.81,96.53,,,,,,,6744.0,945.0,3932.0,14.01,58.3,196.34,816.94,185375.0,38.51,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,1997,479915.0,7373.0,7555.0,-182.0,-0.38,,,,,,6288.0,6272.0,16.0,0.03,208.0,33.08,67.51,62.54,54.69,72906.0,,31392.0,27101.0,,,,,522.0,1.09,2371.0,4.94,3639.0,7.58,,,,4645993.0,9.68,160157.0,29.01,96.25,,,,,,,6272.0,889.0,3483.0,14.17,55.53,185.24,725.75,185687.0,38.69,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,1998,480119.0,7309.0,7521.0,-212.0,-0.44,,,,,,6318.0,6169.0,149.0,0.31,153.0,24.22,67.96,64.5,54.93,64966.0,,29620.0,29331.0,,,,,542.0,1.13,2409.0,5.02,3669.0,7.64,,,,4678504.0,9.74,160797.0,29.1,96.29,,,,,,,6169.0,966.0,3527.0,15.66,57.17,201.2,734.61,185805.0,38.7,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,1999,480367.0,6993.0,7303.0,-310.0,-0.65,,,,,,6439.0,5724.0,715.0,1.49,131.0,20.34,69.01,65.67,55.08,68783.0,,27550.0,30383.0,,,,,559.0,1.16,2060.0,4.29,3669.0,7.64,394546.9,126420.4,0.26,4715488.0,9.82,161459.0,29.21,96.34,,,,,,,5724.0,894.0,3303.0,15.62,57.7,186.11,687.6,185317.0,38.58,118.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botosani,2000,480810.0,6705.0,6803.0,-98.0,-0.2,,,,,,6340.0,5847.0,493.0,1.02,170.0,26.81,69.97,67.89,55.42,59306.0,,25625.0,31229.0,,,,,557.0,1.16,2441.0,5.08,3614.0,7.52,568147.3,198370.2,0.41,4751416.0,9.88,162052.0,29.32,96.43,,,,,,,5847.0,935.0,3395.0,15.99,58.06,194.46,706.1,184377.0,38.35,171.0,6.0,942.43,1960.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955200000.0,56814730.0,19837020.0,137.0,252.0,480652.0
Botosani,2001,481251.0,6613.0,6745.0,-132.0,-0.27,,,,,,6173.0,5823.0,350.0,0.73,169.0,27.38,70.45,69.87,55.38,58381.0,,24521.0,30593.0,,,,,576.0,1.2,2318.0,4.82,3614.0,7.51,1333721.9,235793.7,0.49,5439236.0,11.3,164870.0,32.99,96.52,,,,,,,5823.0,985.0,3338.0,16.92,57.32,204.67,693.61,208243.0,43.27,243.2,6.0,1363.16,2832.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374600000.0,133372190.0,23579370.0,89.0,389.0,481143.0
Botosani,2002,481269.0,7413.0,7587.0,-174.0,-0.36,,,,,,5980.0,6035.0,-55.0,-0.11,130.0,21.74,70.33,72.93,55.05,56860.0,,24170.0,28521.0,,,,,552.0,1.15,2312.0,4.8,3380.0,7.02,1657977.9,324635.8,0.67,5471323.0,11.37,165395.0,33.08,96.52,,,,,,,6035.0,1006.0,3532.0,16.67,58.53,209.03,733.89,183905.0,38.21,305.7,6.0,1817.06,3775.56,0.71,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826800000.0,165797790.0,32463580.0,92.0,100.0,481435.0
Botosani,2003,480849.0,6803.0,7318.0,-515.0,-1.07,,,,,,5750.0,5991.0,-241.0,-0.5,117.0,20.35,70.11,75.89,54.48,54923.0,,25163.0,26568.0,,,,,535.0,1.11,2258.0,4.7,2637.0,5.48,2451725.7,311967.2,0.65,5509189.0,11.46,166003.0,33.19,96.44,,,,,,,5991.0,1018.0,3558.0,16.99,59.39,211.71,739.94,183370.0,38.13,400.7,6.0,2213.62,4603.57,0.75,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332900000.0,245172570.0,31196720.0,97.0,55.0,490231.0
